Per-sample gradient bias/variance at fixed anchor points
distributions=['standard_normal', 'shifted_normal', 'scaled_normal', 'laplace', 'student_t5', 'uniform', 'mixture_gauss', 'skewnormal']
anchors=[-1.5, -0.5, 0.5, 1.5], Ns=[16, 32, 64, 128, 256, 512, 1024, 2048, 4096], n_seeds=2000
Aggregation: median over seeds (IQR / std).

loss  distribution           y*      N        med grad       std grad  |med|/std
--------------------------------------------------------------------------------------
in    laplace             -1.50    512     +1.2356e-04     4.3665e-05      2.830
in    laplace             -1.50   1024     +6.3367e-05     1.4935e-05      4.243
in    laplace             -1.50   2048     +3.1979e-05     5.5327e-06      5.780
in    laplace             -1.50   4096     +1.5978e-05     1.9409e-06      8.232
in    laplace             -0.50     16     +6.0368e-03     1.1178e-02      0.540
in    laplace             -0.50     32     +3.1896e-03     3.9444e-03      0.809
in    laplace             -0.50     64     +1.7038e-03     1.4270e-03      1.194
in    laplace             -0.50    128     +8.5090e-04     5.1475e-04      1.653
in    laplace             -0.50    256     +4.2825e-04     1.7691e-04      2.421
in    laplace             -0.50    512     +2.1528e-04     6.3496e-05      3.390
in    laplace             -0.50   1024     +1.0854e-04     2.2541e-05      4.815
in    laplace             -0.50   2048     +5.4210e-05     8.2459e-06      6.574
in    laplace             -0.50   4096     +2.6990e-05     2.8312e-06      9.533
in    laplace             +0.50     16     -5.1996e-03     1.1434e-02      0.455
in    laplace             +0.50     32     -3.0953e-03     3.9465e-03      0.784
in    laplace             +0.50     64     -1.6677e-03     1.4584e-03      1.144
in    laplace             +0.50    128     -8.1021e-04     5.2305e-04      1.549
in    laplace             +0.50    256     -4.2741e-04     1.8143e-04      2.356
in    laplace             +0.50    512     -2.1311e-04     6.3567e-05      3.353
in    laplace             +0.50   1024     -1.0789e-04     2.2076e-05      4.887
in    laplace             +0.50   2048     -5.4089e-05     8.1600e-06      6.628
in    laplace             +0.50   4096     -2.7067e-05     2.8417e-06      9.525
in    laplace             +1.50     16     -1.9380e-03     7.7305e-03      0.251
in    laplace             +1.50     32     -1.5678e-03     2.7255e-03      0.575
in    laplace             +1.50     64     -9.0225e-04     9.9030e-04      0.911
in    laplace             +1.50    128     -4.6989e-04     3.5866e-04      1.310
in    laplace             +1.50    256     -2.4721e-04     1.2448e-04      1.986
in    laplace             +1.50    512     -1.2537e-04     4.3947e-05      2.853
in    laplace             +1.50   1024     -6.3973e-05     1.5361e-05      4.165
in    laplace             +1.50   2048     -3.1807e-05     5.6159e-06      5.664
in    laplace             +1.50   4096     -1.5922e-05     1.9879e-06      8.009

in    student_t5          -1.50     16     +1.3432e-03     7.5337e-03      0.178
in    student_t5          -1.50     32     +1.2210e-03     2.6404e-03      0.462
in    student_t5          -1.50     64     +8.0392e-04     9.7208e-04      0.827
in    student_t5          -1.50    128     +4.1296e-04     3.3548e-04      1.231
in    student_t5          -1.50    256     +2.1698e-04     1.2237e-04      1.773
in    student_t5          -1.50    512     +1.1105e-04     4.3756e-05      2.538
in    student_t5          -1.50   1024     +5.4533e-05     1.5126e-05      3.605
in    student_t5          -1.50   2048     +2.8163e-05     5.4089e-06      5.207
in    student_t5          -1.50   4096     +1.4085e-05     1.9673e-06      7.160
in    student_t5          -0.50     16     +3.2441e-03     1.1397e-02      0.285
in    student_t5          -0.50     32     +2.1485e-03     4.1673e-03      0.516
in    student_t5          -0.50     64     +1.1789e-03     1.4697e-03      0.802
in    student_t5          -0.50    128     +5.6828e-04     5.1977e-04      1.093
in    student_t5          -0.50    256     +2.9295e-04     1.9085e-04      1.535
in    student_t5          -0.50    512     +1.5017e-04     6.6409e-05      2.261
in    student_t5          -0.50   1024     +7.4671e-05     2.3451e-05      3.184
in    student_t5          -0.50   2048     +3.7780e-05     8.3714e-06      4.513
in    student_t5          -0.50   4096     +1.8674e-05     2.8648e-06      6.518
in    student_t5          +0.50     16     -3.8014e-03     1.1573e-02      0.328
in    student_t5          +0.50     32     -2.1368e-03     4.1257e-03      0.518
in    student_t5          +0.50     64     -1.1533e-03     1.5012e-03      0.768
in    student_t5          +0.50    128     -5.7602e-04     5.2659e-04      1.094
in    student_t5          +0.50    256     -3.0207e-04     1.8515e-04      1.631
in    student_t5          +0.50    512     -1.5183e-04     6.7370e-05      2.254
in    student_t5          +0.50   1024     -7.4514e-05     2.3199e-05      3.212
in    student_t5          +0.50   2048     -3.8014e-05     8.4116e-06      4.519
in    student_t5          +0.50   4096     -1.8902e-05     2.9455e-06      6.417
in    student_t5          +1.50     16     -1.1339e-03     7.5582e-03      0.150
in    student_t5          +1.50     32     -1.2395e-03     2.7147e-03      0.457
in    student_t5          +1.50     64     -8.0658e-04     9.5705e-04      0.843
in    student_t5          +1.50    128     -4.1519e-04     3.4315e-04      1.210
in    student_t5          +1.50    256     -2.1767e-04     1.2328e-04      1.766
in    student_t5          +1.50    512     -1.1147e-04     4.3970e-05      2.535
in    student_t5          +1.50   1024     -5.5218e-05     1.5097e-05      3.657
in    student_t5          +1.50   2048     -2.8153e-05     5.4934e-06      5.125
in    student_t5          +1.50   4096     -1.3947e-05     1.9104e-06      7.300

in    uniform             -1.50     16     -4.9575e-03     6.8606e-03      0.723
in    uniform             -1.50     32     -1.9433e-03     2.4496e-03      0.793
in    uniform             -1.50     64     -8.3127e-04     8.8003e-04      0.945
in    uniform             -1.50    128     -3.8501e-04     3.0394e-04      1.267
in    uniform             -1.50    256     -1.8307e-04     1.0815e-04      1.693
in    uniform             -1.50    512     -9.1220e-05     3.8134e-05      2.392
in    uniform             -1.50   1024     -4.5478e-05     1.4050e-05      3.237
in    uniform             -1.50   2048     -2.2410e-05     4.7634e-06      4.705
in    uniform             -1.50   4096     -1.1155e-05     1.7401e-06      6.411
in    uniform             -0.50     16     -7.3297e-03     1.3424e-02      0.546
in    uniform             -0.50     32     -3.6398e-03     4.6931e-03      0.776
in    uniform             -0.50     64     -1.7913e-03     1.6731e-03      1.071
in    uniform             -0.50    128     -8.4029e-04     6.0181e-04      1.396
in    uniform             -0.50    256     -4.2506e-04     2.1172e-04      2.008
in    uniform             -0.50    512     -2.1331e-04     7.5392e-05      2.829
in    uniform             -0.50   1024     -1.0775e-04     2.7063e-05      3.981
in    uniform             -0.50   2048     -5.4170e-05     9.4278e-06      5.746
in    uniform             -0.50   4096     -2.6833e-05     3.2868e-06      8.164
in    uniform             +0.50     16     +7.0777e-03     1.3495e-02      0.524
in    uniform             +0.50     32     +3.5882e-03     4.7264e-03      0.759
in    uniform             +0.50     64     +1.7138e-03     1.6920e-03      1.013
in    uniform             +0.50    128     +8.5189e-04     5.9302e-04      1.437
in    uniform             +0.50    256     +4.3030e-04     2.0626e-04      2.086
in    uniform             +0.50    512     +2.1548e-04     7.3355e-05      2.938
in    uniform             +0.50   1024     +1.0758e-04     2.7283e-05      3.943
in    uniform             +0.50   2048     +5.3800e-05     9.5179e-06      5.652
in    uniform             +0.50   4096     +2.6740e-05     3.3236e-06      8.045
in    uniform             +1.50     16     +4.9005e-03     6.9307e-03      0.707
in    uniform             +1.50     32     +2.0886e-03     2.4146e-03      0.865
in    uniform             +1.50     64     +8.7675e-04     8.6205e-04      1.017
in    uniform             +1.50    128     +3.9042e-04     3.0849e-04      1.266
in    uniform             +1.50    256     +1.8554e-04     1.0974e-04      1.691
in    uniform             +1.50    512     +9.0248e-05     3.9909e-05      2.261
in    uniform             +1.50   1024     +4.4904e-05     1.4231e-05      3.155
in    uniform             +1.50   2048     +2.2533e-05     4.8117e-06      4.683
in    uniform             +1.50   4096     +1.1120e-05     1.6786e-06      6.625

in    mixture_gauss       -1.50     16     -4.6841e-03     6.7472e-03      0.694
in    mixture_gauss       -1.50     32     -1.8405e-03     2.3810e-03      0.773
in    mixture_gauss       -1.50     64     -7.6028e-04     8.7628e-04      0.868
in    mixture_gauss       -1.50    128     -3.5276e-04     3.0633e-04      1.152
in    mixture_gauss       -1.50    256     -1.7299e-04     1.0734e-04      1.612
in    mixture_gauss       -1.50    512     -8.2949e-05     3.7547e-05      2.209
in    mixture_gauss       -1.50   1024     -4.1353e-05     1.3862e-05      2.983
in    mixture_gauss       -1.50   2048     -2.0480e-05     4.8395e-06      4.232
in    mixture_gauss       -1.50   4096     -1.0238e-05     1.7300e-06      5.918
in    mixture_gauss       -0.50     16     -9.6297e-03     1.3137e-02      0.733
in    mixture_gauss       -0.50     32     -4.5793e-03     4.9002e-03      0.935
in    mixture_gauss       -0.50     64     -2.2896e-03     1.7066e-03      1.342
in    mixture_gauss       -0.50    128     -1.1342e-03     6.0768e-04      1.867
in    mixture_gauss       -0.50    256     -5.5695e-04     2.1969e-04      2.535
in    mixture_gauss       -0.50    512     -2.7765e-04     7.6021e-05      3.652
in    mixture_gauss       -0.50   1024     -1.3828e-04     2.7268e-05      5.071
in    mixture_gauss       -0.50   2048     -6.9239e-05     9.4366e-06      7.337
in    mixture_gauss       -0.50   4096     -3.4482e-05     3.4489e-06      9.998
in    mixture_gauss       +0.50     16     +8.9706e-03     1.3203e-02      0.679
in    mixture_gauss       +0.50     32     +4.3888e-03     4.8228e-03      0.910
in    mixture_gauss       +0.50     64     +2.1999e-03     1.7123e-03      1.285
in    mixture_gauss       +0.50    128     +1.0949e-03     6.1320e-04      1.786
in    mixture_gauss       +0.50    256     +5.6095e-04     2.1557e-04      2.602
in    mixture_gauss       +0.50    512     +2.7458e-04     7.4383e-05      3.691
in    mixture_gauss       +0.50   1024     +1.3876e-04     2.7477e-05      5.050
in    mixture_gauss       +0.50   2048     +6.8792e-05     9.6285e-06      7.145
in    mixture_gauss       +0.50   4096     +3.4586e-05     3.4172e-06     10.121
in    mixture_gauss       +1.50     16     +4.3895e-03     6.8858e-03      0.637
in    mixture_gauss       +1.50     32     +1.8295e-03     2.4810e-03      0.737
in    mixture_gauss       +1.50     64     +8.0463e-04     8.7871e-04      0.916
in    mixture_gauss       +1.50    128     +3.5752e-04     3.0673e-04      1.166
in    mixture_gauss       +1.50    256     +1.7071e-04     1.1375e-04      1.501
in    mixture_gauss       +1.50    512     +8.3968e-05     3.8880e-05      2.160
in    mixture_gauss       +1.50   1024     +4.1497e-05     1.3813e-05      3.004
in    mixture_gauss       +1.50   2048     +2.0583e-05     4.8071e-06      4.282
in    mixture_gauss       +1.50   4096     +1.0179e-05     1.7089e-06      5.957

in    skewnormal          -1.50     16     +3.4715e-03     6.6726e-03      0.520
in    skewnormal          -1.50     32     +2.4220e-03     2.4379e-03      0.993
in    skewnormal          -1.50     64     +1.3779e-03     8.5355e-04      1.614
in    skewnormal          -1.50    128     +7.0662e-04     3.0851e-04      2.290
in    skewnormal          -1.50    256     +3.7506e-04     1.0760e-04      3.486
in    skewnormal          -1.50    512     +1.8772e-04     3.8850e-05      4.832
in    skewnormal          -1.50   1024     +9.4679e-05     1.3046e-05      7.258
in    skewnormal          -1.50   2048     +4.7482e-05     4.7794e-06      9.935
in    skewnormal          -1.50   4096     +2.3749e-05     1.6475e-06     14.415
in    skewnormal          -0.50     16     -6.9342e-03     1.1800e-02      0.588
in    skewnormal          -0.50     32     -3.4272e-03     4.4817e-03      0.765
in    skewnormal          -0.50     64     -1.6748e-03     1.5560e-03      1.076
in    skewnormal          -0.50    128     -8.1904e-04     5.3940e-04      1.518
in    skewnormal          -0.50    256     -4.0650e-04     1.9478e-04      2.087
in    skewnormal          -0.50    512     -2.0521e-04     6.6938e-05      3.066
in    skewnormal          -0.50   1024     -1.0046e-04     2.4631e-05      4.079
in    skewnormal          -0.50   2048     -5.0377e-05     8.5304e-06      5.906
in    skewnormal          -0.50   4096     -2.5195e-05     3.0446e-06      8.275
in    skewnormal          +0.50     16     -5.6109e-03     1.2221e-02      0.459
in    skewnormal          +0.50     32     -3.3182e-03     4.4215e-03      0.750
in    skewnormal          +0.50     64     -1.7354e-03     1.5366e-03      1.129
in    skewnormal          +0.50    128     -8.6409e-04     5.5034e-04      1.570
in    skewnormal          +0.50    256     -4.4429e-04     1.9126e-04      2.323
in    skewnormal          +0.50    512     -2.2451e-04     6.8806e-05      3.263
in    skewnormal          +0.50   1024     -1.1148e-04     2.4189e-05      4.608
in    skewnormal          +0.50   2048     -5.5919e-05     8.8407e-06      6.325
in    skewnormal          +0.50   4096     -2.7869e-05     2.9880e-06      9.327
in    skewnormal          +1.50     16     +5.4965e-03     8.1101e-03      0.678
in    skewnormal          +1.50     32     +2.4439e-03     2.9932e-03      0.816
in    skewnormal          +1.50     64     +1.1092e-03     1.0485e-03      1.058
in    skewnormal          +1.50    128     +5.2629e-04     3.7216e-04      1.414
in    skewnormal          +1.50    256     +2.4924e-04     1.3236e-04      1.883
in    skewnormal          +1.50    512     +1.2833e-04     4.7569e-05      2.698
in    skewnormal          +1.50   1024     +6.2598e-05     1.6472e-05      3.800
in    skewnormal          +1.50   2048     +3.1201e-05     5.7966e-06      5.383
in    skewnormal          +1.50   4096     +1.5662e-05     2.0643e-06      7.587

